_id,หน่วยงาน,กลุ่มป่า,ชื่อเครือข่าย,หมู่บ้าน,หมู่ที่,ตำบล,อำเภอ,จังหวัด,จำนวนสมาชิก
186,ขสป.ดงใหญ่,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้านคลองหิน ,คลองหิน,4,ลำนางรอง,โนนดินแดง,บุรีรัมย์,13
187,ขสป.ดงใหญ่,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้านคลองหินลาด ,คลองหินลาด,9,ลำนางรอง,โนนดินแดง,บุรีรัมย์,14
188,ขสป.ดงใหญ่,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้านหนองบอน-ฐานเจ้าป่า,ฐานเจ้าป่า,12,ลำนางรอง,โนนดินแดง,บุรีรัมย์,16
189,ขสป.ดงใหญ่,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้านคลองโป่ง-เขากระเจียว,เขากระเจียว,13,ลำนางรอง,โนนดินแดง,บุรีรัมย์,30
190,ขสป.ดงใหญ่,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้านซับสมบูรณ์,ซับสมบูรณ์ ,10,โนนดินแดง,โนนดินแดง,บุรีรัมย์,24
191,ขสป.ดงใหญ่,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ซับประดู่ ,ซับประดู่,14,หูทำนบ,ปะคำ,บุรีรัมย์,20
192,ขสป.ภูค้อ-ภูกระแต,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านห้วยส้ม,ห้วยส้ม,1,ห้วยส้ม,ภูกระดึง,เลย,14
193,ขสป.ภูค้อ-ภูกระแต,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านผาหวาย,ผาหวาย,3,ปวนพุ,หนองหิน,เลย,14
194,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลหนองบัว,บ้านแก่งไฮ,3,ท่าศาลา,ภูเรือ,เลย,43
195,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลหนองบัว,บ้านบวมหก,4,ท่าศาลา,ภูเรือ,เลย,
196,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลหนองบัว,บ้านหนองบก,5,ท่าศาลา,ภูเรือ,เลย,
197,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลท่าศาลา ,บ้านบง,1,ท่าศาลา,ภูเรือ,เลย,21
198,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลท่าศาลา ,บ้านแก่งม่วง,2,ท่าศาลา,ภูเรือ,เลย,
199,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลท่าศาลา ,บ้านนาน้อย,3,ท่าศาลา,ภูเรือ,เลย,
200,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลท่าศาลา ,บ้านโนนสว่าง,4,ท่าศาลา,ภูเรือ,เลย,
201,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลท่าศาลา ,บ้านท่าศาลา,5,ท่าศาลา,ภูเรือ,เลย,
202,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลท่าศาลา ,บ้านท่อน,6,ท่าศาลา,ภูเรือ,เลย,
203,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลท่าศาลา ,บ้านสำราญ,7,ท่าศาลา,ภูเรือ,เลย,
204,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลสานตม,บ้านสานตม,1,สานตม,ภูเรือ,เลย,27
205,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลสานตม,บ้านหนองแซง,2,สานตม,ภูเรือ,เลย,
206,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลสานตม,บ้านถ้ำมูล,4,สานตม,ภูเรือ,เลย,
207,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลสานตม,บ้านโนนสะอาด,6,สานตม,ภูเรือ,เลย,
208,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลสานตม,บ้านโนนสมบูรณ์,7,สานตม,ภูเรือ,เลย,
209,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลสานตม,บ้านม่วงไข่,8,สานตม,ภูเรือ,เลย,
210,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลสานตม,บ้านโคนผง,9,สานตม,ภูเรือ,เลย,
211,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลปลาบ่า,บ้านปลาบ่า,1,ปลาบ่า,ภูเรือ,เลย,43
212,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลปลาบ่า,บ้านสองคอน,2,ปลาบ่า,ภูเรือ,เลย,
213,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลปลาบ่า,บ้านกลาง,3,ปลาบ่า,ภูเรือ,เลย,
214,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลปลาบ่า,บ้านโป่งกวาง,4,ปลาบ่า,ภูเรือ,เลย,
215,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลปลาบ่า,บ้านตาดสาน,5,ปลาบ่า,ภูเรือ,เลย,
216,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลปลาบ่า,บ้านหินสอ,6,ปลาบ่า,ภูเรือ,เลย,
217,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลปลาบ่า,บ้านน้ำทบ,7,ปลาบ่า,ภูเรือ,เลย,
218,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลร่องจิก,บ้านแก่ง,1,ร่องจิก,ภูเรือ,เลย,20
219,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลร่องจิก,บ้านร่องจิก,2,ร่องจิก,ภูเรือ,เลย,
220,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลร่องจิก,บ้านนาขามป้อม,4,ร่องจิก,ภูเรือ,เลย,
221,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลโพนสูง,บ้านหัวฝาย,2,โพนสูง,ด่านซ้าย,เลย,38
222,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลโพนสูง,บ้านห้วยทอง,3,โพนสูง,ด่านซ้าย,เลย,
223,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลโพนสูง,บ้านกกโพธิ์วังก่ำ,4,โพนสูง,ด่านซ้าย,เลย,
224,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลโพนสูง,บ้านนากิน,7,โพนสูง,ด่านซ้าย,เลย,
225,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลโพนสูง,บ้านนาลานข้าว,9,โพนสูง,ด่านซ้าย,เลย,
226,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลวังยาว,บ้านวังยาว,3,วังยาว,ด่านซ้าย,เลย,24
227,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลวังยาว,บ้านปากแดง,4,วังยาว,ด่านซ้าย,เลย,
228,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลวังยาว,บ้านกกสะตี,5,วังยาว,ด่านซ้าย,เลย,
229,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลวังยาว,บ้านวังเวิน,6,วังยาว,ด่านซ้าย,เลย,
230,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์  บ้านศรีเจริญ หมู่ 8 , บ้านศรีเจริญ,8,เลยวังไสย์,ภูหลวง,เลย,24
231,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเลยวังไสย์,บ้านเลยวังไสย์,1,เลยวังไสย์,ภูหลวง,เลย,20
232,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเลยวังไสย์,บ้านเลยตาวตาด,2,เลยวังไสย์,ภูหลวง,เลย,
233,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเลยวังไสย์,บ้านโคกหนองแห้ว,3,เลยวังไสย์,ภูหลวง,เลย,
234,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลภูหอ,บ้านหนองบัว,1,ภูหอ,ภูหลวง,เลย,48
235,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลภูหอ,บ้านน้ำคู่,2,ภูหอ,ภูหลวง,เลย,
236,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลภูหอ,บ้านหนองบัวน้อย,3,ภูหอ,ภูหลวง,เลย,
237,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลภูหอ,บ้านวังมน,4,ภูหอ,ภูหลวง,เลย,
238,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลแก่งศรีภูมิ,บ้านฟากเลย,1,แก่งศรีภูมิ,ภูหลวง,เลย,39
239,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลแก่งศรีภูมิ,บ้านเทพนิมิตร,2,แก่งศรีภูมิ,ภูหลวง,เลย,
240,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลแก่งศรีภูมิ,บ้านใหม่พัฒนา,3,แก่งศรีภูมิ,ภูหลวง,เลย,
241,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลแก่งศรีภูมิ,บ้านแก่งศรีภูมิ,4,แก่งศรีภูมิ,ภูหลวง,เลย,
242,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลแก่งศรีภูมิ,บ้านนาดินดำ,5,แก่งศรีภูมิ,ภูหลวง,เลย,
243,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลแก่งศรีภูมิ,บ้านห้วยน้ำอุ่น,6,แก่งศรีภูมิ,ภูหลวง,เลย,
244,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลแก่งศรีภูมิ,บ้านสวนปอ,7,แก่งศรีภูมิ,ภูหลวง,เลย,
245,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลแก่งศรีภูมิ,บ้านหนองขอนแก่น,8,แก่งศรีภูมิ,ภูหลวง,เลย,
246,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเขาหลวง,บ้านแก่งหิน,4,เขาหลวง,วังสะพุง,เลย,21
247,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเขาหลวง,บ้านนาซำแซง,5,เขาหลวง,วังสะพุง,เลย,
248,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเขาหลวง,บ้านนาซำแซง,6,เขาหลวง,วังสะพุง,เลย,
249,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเขาหลวง,บ้านขอนแก่น,7,เขาหลวง,วังสะพุง,เลย,
250,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเขาหลวง,บ้านน้ำทบ,8,เขาหลวง,วังสะพุง,เลย,
251,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเขาหลวง,บ้านยาหลวง,9,เขาหลวง,วังสะพุง,เลย,
252,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเขาหลวง,บ้านบางเดี๋ยว,10,เขาหลวง,วังสะพุง,เลย,
253,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลเขาหลวง,บ้านโนนสวรรค์,11,เขาหลวง,วังสะพุง,เลย,
254,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลน้ำทูน-ตำบลโคกใหญ่,บ้านน้ำมี,1,น้ำทูน,ท่าลี่,เลย,45
255,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลน้ำทูน-ตำบลโคกใหญ่,บ้านหนองบง,2,น้ำทูน,ท่าลี่,เลย,
256,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลน้ำทูน-ตำบลโคกใหญ่,ตำบลน้ำทูน,4,น้ำทูน,ท่าลี่,เลย,
257,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลน้ำทูน-ตำบลโคกใหญ่,บ้านห้วยไคร้,6,น้ำทูน,ท่าลี่,เลย,
258,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ ตำบลน้ำทูน-ตำบลโคกใหญ่,ตำบลโคกใหญ่,8,น้ำทูน,ท่าลี่,เลย,
259,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ตำบลด่านซ้าย,บ้านนาหว้า,4,ด่านซ้าย,ด่านซ้าย,เลย,26
260,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ตำบลด่านซ้าย,บ้านก้างปลา,5,ด่านซ้าย,ด่านซ้าย,เลย,
261,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ตำบลด่านซ้าย,บ้านน้ำพุ,6,ด่านซ้าย,ด่านซ้าย,เลย,
262,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ตำบลด่านซ้าย,บ้านหัวนายูง,14,ด่านซ้าย,ด่านซ้าย,เลย,
263,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ตำบลด่านซ้าย,บ้านศาลาน้อย,15,ด่านซ้าย,ด่านซ้าย,เลย,
264,ขสป.ภูหลวง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านศรีอุบล หมู่ 4 ,บ้านศรีอุบล,4,ภูหอ,ภูหลวง,เลย,21
265,อช.ภูกระดึง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านนาแปน หมู่ 2,นาแปน,2,ศรีฐาน,ภูกระดึง,เลย,20
266,อช.ภูกระดึง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านอีเลิศ หมู่ 3 และบ้านอีเลิศใต้ หมู่ 13,อีเลิศ,3,ศรีฐาน,ภูกระดึง,เลย,20
267,อช.ภูกระดึง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านอีเลิศ หมู่ 3 และบ้านอีเลิศใต้ หมู่ 14,อีเลิศใต้,13,ศรีฐาน,ภูกระดึง,เลย,
268,อช.ภูกระดึง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านพองหนีบ หมู่ 5,พองหนีบ,5,ศรีฐาน,ภูกระดึง,เลย,20
269,อช.ภูกระดึง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านวังยาง หมู่ 4,วังยาง,4,ศรีฐาน,ภูกระดึง,เลย,20
270,อช.ภูกระดึง,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านนาแปนเหนือ หมู่ 14,นาแปนเหนือ,14,ศรีฐาน,ภูกระดึง,เลย,20
271,อช.น้ำหนาว,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้านทรัพย์สว่าง,ทรัพย์สว่าง,3,น้ำหนาว,น้ำหนาว,เพชรบูรณ์,20
272,อช.น้ำหนาว,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้านนาพอสอง หมู่ 4,นาพอสอง,4,น้ำหนาว,น้ำหนาว,เพชรบูรณ์,30
273,อช.น้ำหนาว,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านนาพอสอง หมู่ 5,นาพอสอง,5,น้ำหนาว,น้ำหนาว,เพชรบูรณ์,21
274,อช.น้ำหนาว,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านซำม่วง ,ซำม่วง,5,วังกวาง,น้ำหนาว,เพชรบูรณ์,25
275,อช.น้ำหนาว,กลุ่มป่าภูเขียว-น้ำหนาว,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์ บ้านผาลาน้อย  ,ผาลาน้อย,8,วังกวาง,น้ำหนาว,เพชรบูรณ์,20
276,ขสป.ห้วยขาแข้ง,กลุ่มป่าตะวันตก,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้าน เขาเขียว บ้านไผ่งาม บ้านบึงเจริญ และบ้านเขามะตูม,บ้านเขาเขียว ,14,ระบำ,ลานสัก,อุทัยธานี,93
277,ขสป.ห้วยขาแข้ง,กลุ่มป่าตะวันตก,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้าน เขาเขียว บ้านไผ่งาม บ้านบึงเจริญ และบ้านเขามะตูม,บ้านไผ่งาม,10,ระบำ,ลานสัก,อุทัยธานี,
278,ขสป.ห้วยขาแข้ง,กลุ่มป่าตะวันตก,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้าน เขาเขียว บ้านไผ่งาม บ้านบึงเจริญ และบ้านเขามะตูม, บ้านบึงเจริญ,9,ระบำ,ลานสัก,อุทัยธานี,
279,ขสป.ห้วยขาแข้ง,กลุ่มป่าตะวันตก,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้าน เขาเขียว บ้านไผ่งาม บ้านบึงเจริญ และบ้านเขามะตูม,บ้านเขามะตูม,15,แม่เปิน,แม่เปิน,นครสวรรค์,
280,ขสป.ห้วยขาแข้ง,กลุ่มป่าตะวันตก,เครือข่ายเฝ้าระวังช้างป่าและสัตว์ป่าออกนอกพื้นที่อนุรักษ์บ้านโป่งสามสิบ บ้านทรัพย์สมบูรณ์ บ้านคีรีวงศ์ บ้านเขาไม้นวล บ้านคลองชะนีบน บ้านซับป่าพลูใหม่ บ้านเขาไม้นวน,บ้านโป่งสามสิบ ,3,ระบำ,ลานสัก,อุทัยธานี,95
